id,1A,1B,2
PV793826,NA-NA,NA-NA,NA-NA
PV793833,NA-NA,NA-NA,NA-NA
PV793832,NA-NA,284-1823,NA-NA
PV793831,NA-NA,NA-NA,NA-NA
PV793830,NA-NA,566-2120,NA-NA
PV880246,NA-NA,NA-NA,0-405
PV880245,NA-NA,NA-NA,0-435
PV880244,125-2567,2566-3790,NA-NA
PV880243,0-354,353-1868,1857-4104
PV880242,NA-NA,NA-NA,0-1167
PV880241,NA-NA,NA-NA,0-561
PV880240,NA-NA,NA-NA,0-2064
PV880239,0-1932,1931-2403,NA-NA
PV880238,0-42,41-1550,1542-3804
PQ421854,NA-NA,NA-NA,NA-NA
PQ421853,NA-NA,NA-NA,NA-NA
PQ421852,NA-NA,NA-NA,NA-NA
PQ421851,NA-NA,NA-NA,NA-NA
PQ421850,NA-NA,2832-4341,NA-NA
PQ421849,NA-NA,2505-4005,NA-NA
PQ421848,NA-NA,NA-NA,NA-NA
PQ421847,NA-NA,NA-NA,NA-NA
PQ421846,NA-NA,NA-NA,NA-NA
PQ421845,NA-NA,NA-NA,NA-NA
PQ421844,NA-NA,NA-NA,NA-NA
PQ421843,NA-NA,NA-NA,NA-NA
PQ421842,NA-NA,NA-NA,NA-NA
PQ421841,NA-NA,NA-NA,NA-NA
PP942995,0-485,NA-NA,NA-NA
PP942994,0-485,NA-NA,NA-NA
PV853945,42-2424,2423-3938,3924-6120
PV847578,NA-NA,NA-NA,0-2331
PV843273,NA-NA,2748-4251,4240-6436
PV838126,NA-NA,0-326,NA-NA
PV838125,NA-NA,0-326,NA-NA
PV838124,NA-NA,0-308,NA-NA
PV838123,NA-NA,0-308,NA-NA
PV838122,NA-NA,0-308,NA-NA
PV838121,NA-NA,0-308,NA-NA
PV838120,NA-NA,0-308,NA-NA
PV838119,NA-NA,0-308,NA-NA
PV838118,NA-NA,0-308,NA-NA
PV838117,NA-NA,0-308,NA-NA
PV838116,NA-NA,0-308,NA-NA
PV838115,NA-NA,0-308,NA-NA
PV838114,NA-NA,0-308,NA-NA
PV838113,NA-NA,0-308,NA-NA
PV838112,NA-NA,0-308,NA-NA
PV838111,NA-NA,0-311,NA-NA
PV838110,NA-NA,0-311,NA-NA
PV838109,NA-NA,0-311,NA-NA
PV838108,NA-NA,0-311,NA-NA
PV838107,NA-NA,0-311,NA-NA
PV838106,NA-NA,0-311,NA-NA
PV838105,NA-NA,0-311,NA-NA
PV838104,NA-NA,0-311,NA-NA
PV838103,NA-NA,0-311,NA-NA
PV838102,NA-NA,0-311,NA-NA
PV838101,NA-NA,0-311,NA-NA
PV838100,NA-NA,0-311,NA-NA
PV838099,NA-NA,0-311,NA-NA
PV838098,NA-NA,0-311,NA-NA
PV838097,NA-NA,0-311,NA-NA
PV838096,NA-NA,0-311,NA-NA
PV838095,NA-NA,0-311,NA-NA
PV838094,NA-NA,0-311,NA-NA
PV838093,NA-NA,0-311,NA-NA
PV791158,79-2881,NA-NA,NA-NA
PV780444,NA-NA,NA-NA,0-2115
PV780443,NA-NA,NA-NA,0-2115
PV780442,NA-NA,NA-NA,0-2115
PV780441,NA-NA,NA-NA,0-2115
PV780440,NA-NA,NA-NA,0-2115
PV780439,NA-NA,NA-NA,0-2115
PV780438,NA-NA,NA-NA,0-2115
PV780437,22-3277,3267-4818,4836-6951
PV780436,15-3270,3260-4811,4829-6944
PV780435,13-3268,3258-4809,4827-6942
PV780434,53-3308,3298-4849,4867-6982
OP556335,2-1373,1669-4546,NA-NA
PP872139,NA-NA,NA-NA,0-2328
PP872138,NA-NA,0-1032,1024-3283
PP872137,NA-NA,0-1425,1417-3683
PP872136,NA-NA,0-720,712-3208
PP872135,NA-NA,NA-NA,0-2469
PP872134,NA-NA,NA-NA,0-1005
PP872133,0-2475,NA-NA,NA-NA
PP872132,NA-NA,0-2298,NA-NA
PP872131,NA-NA,0-1221,1213-3538
PP872130,NA-NA,NA-NA,0-2340
PP872129,0-669,NA-NA,NA-NA
PP872128,NA-NA,NA-NA,0-1428
PP872127,NA-NA,NA-NA,0-1044
PP872126,NA-NA,0-585,577-2923
PP872125,NA-NA,0-2322,NA-NA
PP872124,0-2478,NA-NA,NA-NA
PP872123,NA-NA,0-918,910-3403
PP872122,NA-NA,NA-NA,0-2169
PP872121,NA-NA,NA-NA,0-1425
PP872120,NA-NA,0-1644,NA-NA
PP872119,NA-NA,0-1428,1420-3856
PP872118,0-1077,NA-NA,NA-NA
PP872117,NA-NA,NA-NA,0-2049
PP872116,NA-NA,NA-NA,0-1752
PP872115,NA-NA,NA-NA,0-963
PP872114,NA-NA,NA-NA,0-777
PP872113,NA-NA,NA-NA,0-993
PP872112,0-1164,NA-NA,NA-NA
PP872111,NA-NA,0-2226,NA-NA
PP872110,2-1445,NA-NA,NA-NA
PP872109,0-2550,NA-NA,NA-NA
PP872108,NA-NA,NA-NA,0-1410
PP872107,NA-NA,NA-NA,0-1353
PP872106,0-2181,NA-NA,NA-NA
PP872105,0-753,NA-NA,NA-NA
PP872104,NA-NA,NA-NA,0-2256
PP872103,0-1815,NA-NA,NA-NA
PP872102,0-903,NA-NA,NA-NA
PP872101,0-633,NA-NA,NA-NA
PP872100,1-1116,NA-NA,NA-NA
PP872099,NA-NA,NA-NA,0-2541
PP872098,NA-NA,0-1428,1420-3958
PP872097,0-2625,NA-NA,NA-NA
PP872096,0-2628,NA-NA,NA-NA
PP872095,NA-NA,NA-NA,0-1365
PP872094,NA-NA,NA-NA,0-2493
PP872093,NA-NA,NA-NA,0-1257
PP872092,NA-NA,NA-NA,0-1464
PP872091,0-1821,NA-NA,NA-NA
PP872090,0-2328,NA-NA,NA-NA
PP872089,NA-NA,0-1002,NA-NA
PP872088,0-2640,NA-NA,NA-NA
PP872087,0-2181,NA-NA,NA-NA
PP872086,0-2067,NA-NA,NA-NA
PP872085,NA-NA,0-1125,1117-3430
PP872084,0-1566,NA-NA,1510-3862
PP872083,0-777,NA-NA,NA-NA
PP872082,0-2004,NA-NA,NA-NA
PP872081,NA-NA,0-3510,3319-5359
PP872080,NA-NA,0-2490,NA-NA
PP872079,NA-NA,0-3621,3430-5476
PP872078,0-2625,NA-NA,NA-NA
PP872077,NA-NA,NA-NA,0-2469
PP872076,NA-NA,NA-NA,0-2475
PP872075,NA-NA,NA-NA,0-2595
PP872074,NA-NA,0-1134,NA-NA
PP872073,NA-NA,0-3513,3319-5194
PP872072,0-939,NA-NA,NA-NA
PP872071,NA-NA,NA-NA,0-1536
PP872070,0-1458,NA-NA,NA-NA
PP872069,NA-NA,0-441,433-2731
PP872068,NA-NA,NA-NA,0-2217
PP872067,NA-NA,0-2478,NA-NA
PP872066,0-2181,NA-NA,NA-NA
PP872065,NA-NA,0-1221,1030-3079
PP872064,NA-NA,0-684,676-3184
PP872063,NA-NA,0-1014,NA-NA
PP872062,0-1977,NA-NA,NA-NA
PP872061,NA-NA,0-489,433-2821
PP872060,NA-NA,0-1170,NA-NA
PP872059,NA-NA,0-1713,NA-NA
PP872058,NA-NA,0-849,NA-NA
PP872057,0-705,NA-NA,NA-NA
PP872056,NA-NA,0-3621,3430-5476
PP872055,0-2457,NA-NA,NA-NA
PP872054,0-1812,NA-NA,NA-NA
PP872053,0-2493,NA-NA,NA-NA
PP872052,NA-NA,0-855,NA-NA
PP872051,0-2640,NA-NA,NA-NA
PP872050,0-1791,NA-NA,NA-NA
PP872049,0-1140,NA-NA,NA-NA
PP872048,0-2628,NA-NA,NA-NA
PP872047,NA-NA,324-3834,3643-5686
PP872046,NA-NA,NA-NA,0-2322
PP872045,0-2187,NA-NA,NA-NA
PP872044,NA-NA,0-1032,NA-NA
PP872043,NA-NA,0-3621,3430-5491
PP872042,0-957,NA-NA,NA-NA
PP872041,NA-NA,0-1293,NA-NA
PP872040,NA-NA,0-354,346-2662
PP872039,0-1602,NA-NA,NA-NA
PP872038,NA-NA,0-1119,1111-3214
PP872037,NA-NA,NA-NA,0-753
PP872036,0-2526,NA-NA,NA-NA
PP872035,0-672,NA-NA,NA-NA
PP872034,NA-NA,NA-NA,0-2322
PP872033,NA-NA,NA-NA,0-2160
PP872032,0-1866,NA-NA,NA-NA
PP872031,NA-NA,NA-NA,0-993
PP872030,NA-NA,0-906,NA-NA
PP872029,NA-NA,0-348,340-2863
PP872028,NA-NA,0-1398,1390-3871
PP872027,0-1620,NA-NA,NA-NA
PP872026,0-2517,NA-NA,NA-NA
PP872025,NA-NA,NA-NA,0-2493
PP872024,NA-NA,NA-NA,0-1464
PP872023,NA-NA,0-2310,NA-NA
PP872022,NA-NA,NA-NA,0-2586
PP872021,NA-NA,0-915,NA-NA
PP872020,0-642,NA-NA,NA-NA
PP872019,0-1185,NA-NA,NA-NA
PP872018,NA-NA,NA-NA,0-1617
PP872017,NA-NA,0-888,880-3148
PP872016,NA-NA,0-714,NA-NA
PP872015,NA-NA,0-1005,997-3313
PP872014,0-1875,NA-NA,NA-NA
PP872013,NA-NA,0-345,337-2845
PP872012,NA-NA,0-1158,NA-NA
PP872011,NA-NA,0-3513,3319-5236
PP872010,NA-NA,NA-NA,0-2106
PP872009,NA-NA,0-954,NA-NA
PP872008,0-2061,NA-NA,NA-NA
PP872007,0-2244,NA-NA,NA-NA
PP872006,NA-NA,0-951,943-3520
PP872005,NA-NA,NA-NA,0-1146
PP872004,NA-NA,NA-NA,0-2202
PP872003,NA-NA,0-984,NA-NA
PP872002,0-2505,NA-NA,NA-NA
PP872001,0-2328,NA-NA,NA-NA
PP872000,NA-NA,0-3510,3319-5371
PP871999,NA-NA,NA-NA,0-2433
PP871998,NA-NA,NA-NA,0-1899
PP871997,NA-NA,NA-NA,0-1101
PP871996,0-2415,NA-NA,NA-NA
PP871995,0-651,NA-NA,NA-NA
PP871994,0-1605,NA-NA,NA-NA
PP871993,NA-NA,NA-NA,0-2285
PP871992,0-1335,NA-NA,NA-NA
PP871991,NA-NA,0-915,NA-NA
PP871990,0-2019,NA-NA,NA-NA
PP871989,NA-NA,NA-NA,0-2235
PP871988,NA-NA,NA-NA,0-1383
PP871987,0-1602,NA-NA,NA-NA
PP871986,0-2307,NA-NA,NA-NA
PP871985,NA-NA,0-1431,1423-3937
PP871984,NA-NA,0-3621,3430-5476
PP871983,0-1764,NA-NA,NA-NA
PP871982,0-1494,NA-NA,NA-NA
PP871981,NA-NA,0-918,910-3493
PP871980,NA-NA,NA-NA,0-1008
PP871979,NA-NA,0-3621,3430-5476
PP871978,NA-NA,NA-NA,0-2442
PP871977,NA-NA,NA-NA,0-2019
PP871976,NA-NA,NA-NA,0-1089
PP871975,0-2475,NA-NA,NA-NA
PP871974,NA-NA,0-1431,1423-3856
PP871973,NA-NA,NA-NA,0-2019
PP871972,NA-NA,NA-NA,0-2562
PP871971,NA-NA,NA-NA,0-2076
PP871970,NA-NA,0-1248,1240-3709
PP871969,0-2571,NA-NA,NA-NA
PP871968,0-2640,NA-NA,NA-NA
PP871967,NA-NA,NA-NA,0-1275
PP871966,0-2550,NA-NA,NA-NA
PP871965,NA-NA,NA-NA,0-1164
PP871964,0-1020,NA-NA,NA-NA
PP871963,NA-NA,NA-NA,0-2358
PP871962,0-2571,2570-3872,NA-NA
PP871961,NA-NA,0-3621,3430-5476
PP871960,NA-NA,0-906,898-3073
PP871959,NA-NA,NA-NA,0-2319
PP871958,NA-NA,NA-NA,0-1254
PP871957,NA-NA,NA-NA,0-768
PP871956,0-942,NA-NA,NA-NA
PP871955,NA-NA,NA-NA,0-2196
PP871954,NA-NA,NA-NA,0-2307
PP871953,NA-NA,NA-NA,0-1485
PP871952,0-2568,NA-NA,NA-NA
PP871951,0-942,NA-NA,NA-NA
PP871950,0-1008,NA-NA,NA-NA
PP871949,0-1134,NA-NA,NA-NA
PP871948,NA-NA,NA-NA,0-1473
PP871947,NA-NA,NA-NA,0-765
PP871946,NA-NA,NA-NA,0-1266
PP871945,0-1269,NA-NA,NA-NA
PP871944,NA-NA,NA-NA,0-2172
PP871943,0-1782,NA-NA,NA-NA
PP871942,0-2475,NA-NA,NA-NA
PP871941,NA-NA,0-1599,NA-NA
PP871940,0-1176,NA-NA,NA-NA
PP871939,NA-NA,NA-NA,0-1995
PP871938,0-1626,NA-NA,NA-NA
PP871937,0-1011,NA-NA,NA-NA
PP871936,NA-NA,0-855,NA-NA
PP871935,NA-NA,0-1050,NA-NA
PP871934,NA-NA,0-2013,NA-NA
PP871933,NA-NA,0-1209,NA-NA
PP871932,NA-NA,0-879,NA-NA
PP871931,NA-NA,0-930,NA-NA
PP871930,0-1995,NA-NA,NA-NA
PP871929,NA-NA,0-696,679-1366
PP871928,NA-NA,NA-NA,0-2082
PP871927,NA-NA,0-1371,NA-NA
PP871926,NA-NA,NA-NA,0-1029
PP871925,NA-NA,0-987,NA-NA
PP871924,NA-NA,NA-NA,0-1305
PP871923,0-2475,NA-NA,NA-NA
PP871922,NA-NA,0-1821,NA-NA
PP871921,NA-NA,0-687,694-2878
PP871920,0-1026,NA-NA,NA-NA
PP871919,NA-NA,0-1467,1459-3766
PP871918,NA-NA,0-1089,NA-NA
PP871917,NA-NA,0-4173,3985-6478
PP871916,NA-NA,0-1263,NA-NA
PP871915,0-2544,NA-NA,NA-NA
PP871914,0-2475,NA-NA,NA-NA
PP871913,0-762,NA-NA,NA-NA
PP871912,NA-NA,0-777,NA-NA
PP871911,NA-NA,0-1305,NA-NA
PP871910,NA-NA,0-1098,1090-3466
PP871909,NA-NA,NA-NA,0-1515
PP871908,NA-NA,0-1224,NA-NA
PP871907,NA-NA,0-2769,NA-NA
PP871906,0-1083,NA-NA,NA-NA
PP871905,NA-NA,0-912,NA-NA
PP871904,NA-NA,0-990,982-3301
PP871903,0-1596,NA-NA,NA-NA
PP871902,NA-NA,NA-NA,0-1092
PP871901,NA-NA,0-351,370-2398
PP871900,0-759,NA-NA,NA-NA
PP871899,0-1464,NA-NA,NA-NA
PP871898,NA-NA,0-855,847-3088
PP871897,NA-NA,0-1305,NA-NA
PP871896,NA-NA,0-1059,NA-NA
PP871895,NA-NA,NA-NA,0-1545
PP871894,0-2367,NA-NA,NA-NA
PP871893,NA-NA,0-909,NA-NA
PP871892,0-1518,NA-NA,NA-NA
PP871891,NA-NA,NA-NA,0-2205
PP871890,NA-NA,0-558,550-2872
PP871889,NA-NA,NA-NA,0-2064
PP871888,NA-NA,0-1845,NA-NA
PP871887,NA-NA,0-1368,NA-NA
PP871886,0-2670,NA-NA,NA-NA
PP871885,NA-NA,NA-NA,0-870
PP871884,NA-NA,NA-NA,0-2166
PP871883,NA-NA,NA-NA,0-1656
PP871882,NA-NA,NA-NA,0-636
PP871881,NA-NA,0-1473,1465-3793
PP871880,NA-NA,NA-NA,0-2373
PP871879,NA-NA,NA-NA,0-1668
PP871878,NA-NA,0-1170,1114-3496
PP871877,NA-NA,NA-NA,0-2007
PP871876,0-2475,NA-NA,NA-NA
PP871875,NA-NA,0-2004,NA-NA
PP871874,NA-NA,NA-NA,0-2559
PP871873,NA-NA,0-516,508-2749
PP871872,NA-NA,NA-NA,0-2493
PP871871,NA-NA,0-951,NA-NA
PP871870,NA-NA,0-1464,NA-NA
PP871869,NA-NA,NA-NA,0-2184
PP871868,NA-NA,NA-NA,0-2256
PP871867,0-1434,NA-NA,NA-NA
PP871866,NA-NA,NA-NA,0-2151
PP871865,0-648,NA-NA,NA-NA
PP871864,NA-NA,0-1479,1471-3754
PP871863,NA-NA,0-1605,NA-NA
PP871862,0-1209,NA-NA,NA-NA
PP871861,NA-NA,0-708,700-1792
PP871860,NA-NA,NA-NA,0-2316
PP871859,NA-NA,NA-NA,0-1194
PP871858,NA-NA,0-1047,NA-NA
PP871857,NA-NA,0-1116,NA-NA
PP871856,NA-NA,0-342,334-2830
PP871855,NA-NA,NA-NA,0-1830
PP871854,0-855,NA-NA,NA-NA
PP871853,NA-NA,0-1035,NA-NA
PP871852,NA-NA,NA-NA,0-975
PP871851,NA-NA,0-768,760-1714
PP871850,0-1182,NA-NA,NA-NA
PP871849,NA-NA,NA-NA,0-2256
PP871848,NA-NA,NA-NA,0-1950
PP871847,0-702,NA-NA,NA-NA
PP871846,NA-NA,NA-NA,0-2358
PP871845,NA-NA,0-2811,NA-NA
PP871844,0-1902,NA-NA,NA-NA
PP871843,NA-NA,0-1209,NA-NA
PP871842,0-2292,NA-NA,NA-NA
PP871841,NA-NA,0-1104,NA-NA
PP871840,0-1122,NA-NA,NA-NA
PP871839,NA-NA,0-819,NA-NA
PP871838,0-1365,NA-NA,NA-NA
PP871837,0-924,NA-NA,NA-NA
PP871836,NA-NA,0-879,871-2284
PP871835,NA-NA,0-402,394-1114
PP871834,NA-NA,NA-NA,0-1365
PP871833,0-2643,NA-NA,NA-NA
PP871832,0-2634,NA-NA,NA-NA
PP871831,NA-NA,NA-NA,0-1221
PP871830,NA-NA,NA-NA,0-1485
PP871829,0-1035,NA-NA,NA-NA
PP871828,0-2370,NA-NA,NA-NA
PP871827,0-1095,NA-NA,NA-NA
PP871826,NA-NA,NA-NA,0-1734
PP871825,0-1155,NA-NA,NA-NA
PP871824,NA-NA,0-1125,NA-NA
PP871823,0-990,NA-NA,NA-NA
PP871822,0-2136,NA-NA,NA-NA
PP871821,NA-NA,0-1179,NA-NA
PP871820,0-1389,NA-NA,NA-NA
PP871819,NA-NA,NA-NA,0-2505
PP871818,0-1458,NA-NA,NA-NA
PP871817,NA-NA,NA-NA,0-2043
PP871816,0-1260,1259-2783,NA-NA
PP871815,0-2670,2609-4157,3969-6465
PP871814,0-681,680-1184,NA-NA
PP871813,0-1077,1076-1472,NA-NA
PP871812,0-3381,3362-4922,4946-7109
PP871811,0-2586,2585-3548,NA-NA
PP871810,0-567,566-1130,NA-NA
PP871809,0-1029,1028-2234,NA-NA
PP871808,0-3015,3014-4538,4605-6591
PP871807,0-2259,2258-2681,NA-NA
PP871806,0-399,398-1745,NA-NA
PP871805,0-516,515-1580,NA-NA
PP871804,0-3420,3401-4961,4985-7148
PP871803,0-1233,1232-2756,NA-NA
PP871802,NA-NA,0-762,NA-NA
PP871801,0-315,314-995,NA-NA
PP871800,0-2481,2480-3992,3975-6186
PP871799,0-2574,2573-4082,4074-6582
PP871798,0-3018,3017-4541,4560-6609
PP871797,0-2094,2093-3395,NA-NA
PP871796,0-1137,1136-1592,NA-NA
PP871795,0-2685,NA-NA,3985-6481
PP871794,0-357,356-1292,NA-NA
PP871793,0-2565,2564-2963,NA-NA
PP871792,0-612,611-1094,NA-NA
PP871791,0-1428,1427-2936,2823-5289
PP871790,167-2657,2656-4165,4157-6647
PP871789,31-2584,2583-4095,4078-5776
PP871788,103-2644,2643-4152,4144-6664
PP871787,202-2677,2676-4185,4177-6691
PP871786,148-3184,3183-4707,4726-6772
PP871785,900-3465,3464-4973,4965-5904
PP871784,36-2466,2465-3974,3966-6072
PP871783,340-2770,2769-4278,4165-6559
PP871782,86-2573,2572-4081,4073-4949
PP871781,0-1530,1529-1994,NA-NA
PP871780,124-2692,2691-3153,NA-NA
PP871779,0-1788,1787-2183,NA-NA
PP871778,47-2480,2479-3340,NA-NA
PP871777,271-2848,2847-4035,NA-NA
PP871776,475-2908,2907-4416,4408-6748
PP871775,461-3044,3043-4552,4544-7043
PP871774,461-2891,2890-4399,4391-6635
PP871773,143-2573,2572-3082,NA-NA
PP871772,323-2819,2818-3505,NA-NA
PP871771,0-1179,NA-NA,NA-NA
PP871770,8-2588,2587-4096,NA-NA
PP871769,219-2715,2714-4223,4215-6678
PP871768,81-2511,2510-4019,NA-NA
PP871767,942-3372,3371-4880,NA-NA
PP871766,476-2963,2962-4471,4463-6299
PP871765,140-2573,2572-4081,4025-6401
PP871764,545-2975,2974-3469,NA-NA
PP871763,317-2747,2746-4255,4247-6554
PP871762,11-2408,2407-3916,3908-6197
PP871761,6-2583,2582-4076,4068-6540
PP871760,168-2736,2735-4160,NA-NA
PP871759,87-2577,2576-3251,NA-NA
PP871758,0-846,845-2354,2346-4848
PP871757,4-2434,2433-2868,NA-NA
PP871756,16-2728,2727-3954,NA-NA
PP871755,433-2863,2862-4308,NA-NA
PP871754,436-2932,2931-3540,NA-NA
PP871753,0-1089,1088-2597,NA-NA
PP871752,0-2703,2702-4217,4173-6690
PP871751,148-2578,2577-4086,3973-6397
PP871750,331-2815,2814-3423,NA-NA
PP871749,161-2729,2728-4237,4229-6659
PP871748,170-2600,2599-4108,3995-6419
PP871747,71-2501,2500-2941,NA-NA
PP871746,37-2470,2469-3612,NA-NA
PP871745,225-2766,2765-4274,4266-6804
PP871744,189-2622,2621-4130,4122-6423
PP871743,0-900,899-1250,NA-NA
PP871742,105-2691,2690-4199,4191-6498
PP871741,0-2340,2339-3806,NA-NA
PP871740,129-2559,2558-3944,NA-NA
PP871739,171-2670,2669-3629,NA-NA
PP871738,0-627,626-2135,NA-NA
PP871737,142-2572,2571-4080,4072-6385
PP871736,29-2459,2458-3100,NA-NA
PP871735,39-2469,2468-2957,NA-NA
PP871734,29-2741,2740-3967,3911-6227
PP871733,299-2798,2797-4306,NA-NA
PP871732,379-2881,2880-3261,NA-NA
PP871731,501-3072,3071-4580,4572-7062
PP871730,0-330,329-1211,NA-NA
PP871729,0-2370,2369-3881,3873-6204
PP871728,307-2737,2736-4245,4237-6589
PP871727,339-2769,2768-3602,NA-NA
PP871726,32-2462,2461-3970,3962-6272
PP871725,342-2772,2771-4280,4224-5721
PP871724,0-2025,2024-2111,NA-NA
PP871723,4-2305,NA-NA,NA-NA
PP871722,0-666,665-1046,NA-NA
PP871721,74-2615,2614-4123,4115-6497
PP871720,6-2493,2492-4064,4053-6357
PP871719,33-2562,2561-4073,4056-5754
PV076096,1-472,NA-NA,NA-NA
PV076095,0-2445,NA-NA,3852-6159
PV076094,35-2486,NA-NA,3812-6131
PV708886,2-2597,2614-4093,4085-6503
PV470470,NA-NA,0-1631,NA-NA
LC877794,NA-NA,NA-NA,0-585
LC877793,NA-NA,NA-NA,0-618
PV656460,14-2378,2314-3850,3842-6113
PV656459,14-2378,2314-3850,3842-6113
PQ619424,NA-NA,NA-NA,0-379
PQ619423,NA-NA,NA-NA,0-381
PQ619422,NA-NA,NA-NA,2-402
PQ619421,NA-NA,NA-NA,0-426
PQ619420,NA-NA,NA-NA,0-432
PQ619419,NA-NA,NA-NA,2-374
PP211426,NA-NA,31-4261,4261-5419
PP211349,NA-NA,1-3673,3678-3767
PP211348,NA-NA,333-3627,3632-5636
PP211347,NA-NA,2-3674,3679-5683
PP211346,NA-NA,1-3673,3678-5712
PP211345,NA-NA,1-3673,3678-3986
PP211344,NA-NA,2-3677,3682-5704
PP211343,NA-NA,3-3678,3683-5705
PP211271,NA-NA,NA-NA,NA-NA
PP211270,NA-NA,1-930,NA-NA
PP211238,NA-NA,1-1153,NA-NA
PP211223,NA-NA,1-2935,NA-NA
PP211222,NA-NA,1-1330,NA-NA
PP211221,NA-NA,1-2065,NA-NA
PQ533463,2-1006,NA-NA,NA-NA
PQ533462,0-987,1067-2474,2466-4389
PV602113,NA-NA,NA-NA,0-2379
PV600843,NA-NA,18-3273,4832-6947
PV590879,NA-NA,0-341,NA-NA
PV590878,NA-NA,0-354,NA-NA
PV590877,NA-NA,0-358,NA-NA
PV590876,NA-NA,0-353,NA-NA
PV568368,NA-NA,0-399,NA-NA
PV568367,NA-NA,0-396,NA-NA
PV568366,NA-NA,0-210,NA-NA
PV568365,NA-NA,0-327,NA-NA
PV568364,NA-NA,0-405,NA-NA
PV568363,NA-NA,0-279,NA-NA
PV568362,NA-NA,0-351,NA-NA
PV568361,NA-NA,0-372,NA-NA
PV568360,NA-NA,0-264,NA-NA
PV568359,NA-NA,0-360,NA-NA
PV568358,NA-NA,0-360,NA-NA
PV568357,NA-NA,0-369,NA-NA
PV568356,NA-NA,0-363,NA-NA
PV568355,NA-NA,0-228,NA-NA
PV568354,NA-NA,0-369,NA-NA
PV568353,NA-NA,0-327,NA-NA
PV568352,NA-NA,0-207,NA-NA
PV568351,NA-NA,0-375,NA-NA
PV568350,NA-NA,0-375,NA-NA
PV548864,NA-NA,0-447,NA-NA
PV548863,NA-NA,0-421,NA-NA
PV544235,17-2228,2176-3727,3716-6161
PV351774,3978-6204,2479-3898,NA-NA
PV351773,62-2594,2881-4072,NA-NA
PV351772,4044-6750,2596-4030,NA-NA
PV351771,6-2775,3431-4223,NA-NA
PV351770,29-2255,2335-3754,NA-NA
PV539770,33-2460,2459-3971,3915-6294
PV524668,18-3264,3263-4814,4832-6947
PV455027,24-2655,NA-NA,4092-6597
PV400867,28-2527,2526-4026,4009-6229
PV400866,18-2433,2432-3923,3915-6204
PV400865,24-2439,2438-3929,3921-6204
PV017218,NA-NA,NA-NA,0-2298
PQ583783,NA-NA,0-591,NA-NA
PQ583782,NA-NA,0-1383,NA-NA
FJ890355,NA-NA,1-1420,1412-3893
FJ890354,NA-NA,1-739,742-1348
FJ890353,NA-NA,1-727,719-1340
FJ890352,NA-NA,0-987,841-3421
FJ890351,NA-NA,1-829,722-3065
FJ973620,38-2654,2653-4222,4211-6488
FJ571074,NA-NA,NA-NA,0-2403
FJ571073,NA-NA,NA-NA,0-2556
FJ571072,NA-NA,NA-NA,0-2532
FJ571071,NA-NA,NA-NA,0-2538
FJ571070,NA-NA,NA-NA,0-2538
FJ571069,NA-NA,NA-NA,0-2313
FJ571068,NA-NA,0-1620,1570-3970
